Symbol,Rate,Change %,Change,Day Low,Day High,Base Currency,Quote Currency,Timestamp
CNY/SGD,0.18648,-0.04552522,-0.000084935107,0.186,0.18709,CNY,SGD,1736432803
CNY/THB,4.71482,-0.37586,-0.0177881,4.71175,4.74608,CNY,THB,1736432682
CNY/TWD,4.48733,-0.04165865,-0.00187014,4.48447,4.5004,CNY,TWD,1736432794
CNY/USD,0.13639,-0.01364318,-0.00001861,0.13637,0.13645,CNY,USD,1736417083
CNY/XAG,0.00450065,-0.98564,-0.000044801951,0.00447567,0.00454339,CNY,XAG,1736432723
CNY/XAU,0.000051067176,-0.31687,-0.000000162332,0.000050928814,0.000051362387,CNY,XAU,1736432783
CNY/ZAR,2.5695,-0.24839,-0.00639835,2.56638,2.59014,CNY,ZAR,1736432803
COP/ARS,0.23998,0.42201,0.00100851,0.23842,0.2401,COP,ARS,1736432790
COP/BRL,0.00141168,0.10497,0.000001480312,0.00140426,0.0014212,COP,BRL,1736432745
COP/CAD,0.000333667,0.25359,0.000000843996,0.000328276702,0.000333667,COP,CAD,1736432529
COP/CLP,0.23014,1.38045,0.00313374,0.22701,0.23014,COP,CLP,1736425143
COP/DKK,0.00167487,1.40896,0.000023270396,0.0016516,0.00167487,COP,DKK,1736425143
COP/EUR,0.0002241,0.17881,0.0000004,0.0002236,0.000227004449,COP,EUR,1736432529
COP/GBP,0.00018775,0.62168,0.00000116,0.00018665,0.000190276264,COP,GBP,1736432529
COP/MXN,0.00473301,0.39416,0.000018582206,0.00470532,0.00474405,COP,MXN,1736432798
COP/PEN,0.000870073689,-0.89861,-0.000007889437,0.000870073689,0.000888349189,COP,PEN,1736425143
COP/USD,0.00023160318,0.08777872,0.00000020312,0.000227696735,0.00023175024,COP,USD,1736432792
COP/ZAR,0.00436887,1.13502,0.000049031162,0.00431984,0.00436887,COP,ZAR,1736425143
CRC/EUR,0.00191939,0.85988,0.000016363798,0.00190255,0.00197239,CRC,EUR,1736425143
CRC/GBP,0.00160713,1.54987,0.000024528267,0.0015831,0.00161378,CRC,GBP,1736432785
CRC/USD,0.0019788,-0.19134,-0.000003793558,0.00192563,0.00198259,CRC,USD,1736425143
CUP/EUR,0.040406,0.05980088,0.000024148702,0.04037305,0.04049731,CUP,EUR,1736432529
CUP/GBP,0.03388452,0.51504,0.000173626189,0.03371317,0.03401014,CUP,GBP,1736432529
CUP/USD,0.04166667,0,0,0.0416196,0.04167017,CUP,USD,1736431210
CVE/EUR,0.00906906,0,0,0.00906906,0.00906906,CVE,EUR,1736431210
CVE/USD,0.00934308,0.01769895,0.000001653335,0.00934143,0.00935419,CVE,USD,1736425145
CYP/ZAR,33.19749,0.59845,0.19749,33.14112,33.37647,CYP,ZAR,1736432797
CZK/AUD,0.06629673,0.38419,0.000253730908,0.066013,0.066357,CZK,AUD,1736432783
CZK/CAD,0.059173,0.16805,0.000099275992,0.058849,0.05917662,CZK,CAD,1736432802
CZK/CHF,0.0374455,-0.03923775,-0.000014698539,0.037297,0.03746301,CZK,CHF,1736432788
CZK/DKK,0.29734,-0.064026,-0.000190496876,0.29633,0.29797,CZK,DKK,1736432801
CZK/EUR,0.039852,0.16085,0.000064,0.039716,0.039866,CZK,EUR,1736432797
CZK/GBP,0.03340298,0.49954,0.000166032354,0.033158,0.03349803,CZK,GBP,1736432799
CZK/JPY,6.48381,-0.20309,-0.013195,6.46067,6.4994,CZK,JPY,1736432799
CZK/MXN,0.84033,0.27924,0.00234,0.83625,0.84177,CZK,MXN,1736432786
CZK/NOK,0.46865,-0.05591426,-0.000262188221,0.46707,0.46973,CZK,NOK,1736432803
CZK/NZD,0.07341335,0.08883016,0.000065155321,0.07326866,0.07351536,CZK,NZD,1736432795
CZK/PLN,0.17,0.1517,0.0002575,0.16947,0.17053,CZK,PLN,1736432802
CZK/SEK,0.45808,3.0495,0.01355564,0.44342,0.45834,CZK,SEK,1736432800
CZK/USD,0.04110021,-0.00729207,-0.000002997275,0.04084634,0.04115227,CZK,USD,1736432803
CZK/ZAR,0.77434,-0.23834,-0.00185,0.77173,0.77708,CZK,ZAR,1736432795
DJF/EUR,0.0054404,-0.42435,-0.000023184791,0.0054339,0.00558847,DJF,EUR,1736426827
DJF/GBP,0.0045561,0.08127581,0.0000037,0.00445999,0.00457215,DJF,GBP,1736426827
DJF/USD,0.0056158,-1.16191,-0.0000660178,0.0056158,0.00562509,DJF,USD,1736425148
DKK/AED,0.50771,0.10632,0.00053923209,0.50619,0.5078,DKK,AED,1736432282
DKK/AUD,0.22295,0.13921,0.000309941176,0.22246,0.22337,DKK,AUD,1736432799
DKK/BGN,0.26214,0.38726,0.00101124,0.26079,0.26216,DKK,BGN,1736432282
DKK/CAD,0.19901,0.14619,0.0002905,0.19833,0.19901,DKK,CAD,1736432799
DKK/CHF,0.12593,-0.06374598,-0.000080328106,0.12527,0.12607,DKK,CHF,1736432800
DKK/CNY,1.01348,1.34767,0.01347672,1.01052,1.01389,DKK,CNY,1736432794
DKK/COP,597.13775,0.86786,5.13775,590.43617,597.13775,DKK,COP,1736425143
DKK/CZK,3.3631,0.0624814,0.0021,3.356,3.37439,DKK,CZK,1736432782
DKK/EUR,0.13403,0.08625196,0.0001155,0.13389,0.13444,DKK,EUR,1736432802
DKK/GBP,0.11234,0.84111,0.000937,0.1113,0.11268,DKK,GBP,1736432799
DKK/HKD,1.07564,-0.04763629,-0.000512637086,1.0704,1.07632,DKK,HKD,1736432803
DKK/HUF,55.4037,-0.02941176,-0.0163,55.34,55.72272,DKK,HUF,1736432800
DKK/INR,11.86684,-0.10912,-0.01296378,11.84424,11.90762,DKK,INR,1736432791
DKK/ISK,19.42118,-0.25585,-0.04981563,19.15312,19.426,DKK,ISK,1736425144
DKK/JPY,21.8067,-0.33501,-0.0733,21.757,21.899,DKK,JPY,1736432803
DKK/MXN,2.82619,-0.08017918,-0.00226783,2.8162,2.83607,DKK,MXN,1736432800
DKK/MYR,0.62192,0.08826403,0.000548446155,0.62106,0.62311,DKK,MYR,1736416751
DKK/NOK,1.57613,-0.12072,-0.00190495,1.5726,1.58073,DKK,NOK,1736432800
DKK/NZD,0.2469,0.32018,0.000788,0.24607,0.24738,DKK,NZD,1736432800
DKK/PHP,8.0805,1.00626,0.08050092,8.02659,8.10165,DKK,PHP,1736432792
DKK/PKR,38.54035,0.10481,0.04035106,38.41144,38.56125,DKK,PKR,1736432800
DKK/PLN,0.57174,-0.09872445,-0.000565,0.57109,0.57408,DKK,PLN,1736432803
DKK/RUB,12.71779,0,0,12.6968,12.85512,DKK,RUB,1719907692
DKK/SEK,1.54063,0.08607809,0.001325,1.5368,1.54312,DKK,SEK,1736432802
DKK/SGD,0.189,-0.070322,-0.000133,0.18887,0.18928,DKK,SGD,1736432802
DKK/THB,4.77866,0.81557,0.03865792,4.72,4.79455,DKK,THB,1736432802
DKK/TRY,4.88329,-1.3087,-0.06475508,4.87389,4.9505,DKK,TRY,1736432803
DKK/TWD,4.54778,13.69442,0.54778,4.53875,4.55378,DKK,TWD,1736432798
DKK/UAH,5.85368,17.07362,0.85368,5.81347,5.85368,DKK,UAH,1736425145
DKK/USD,0.13822,-0.05748971,-0.00007951,0.13782,0.13835,DKK,USD,1736432802
DKK/ZAR,2.60418,-0.2803,-0.00732,2.5994,2.62123,DKK,ZAR,1736432802
DOP/EUR,0.01585087,0.22191,0.000035097148,0.01581153,0.01603078,DOP,EUR,1736426827
DOP/GBP,0.01325283,0.82032,0.00010783044,0.013149,0.01336966,DOP,GBP,1736432785
DOP/USD,0.01636393,0.04909542,0.00000803,0.0163559,0.01640151,DOP,USD,1736425149
DZD/EUR,0.0071186,0.00498302,0.000000354704,0.00709351,0.00715245,DZD,EUR,1736432529
DZD/GBP,0.00597158,0.46578,0.00002768562,0.0059164,0.00602267,DZD,GBP,1736432529
DZD/USD,0.00739443,-0.05915822,-0.000004377,0.00732403,0.00739957,DZD,USD,1736432783
EGP/EUR,0.01868,0.16086,0.00003,0.01864,0.01921082,EGP,EUR,1736432529
EGP/GBP,0.0160766,3.85401,0.000596599988,0.01549,0.01615549,EGP,GBP,1736432765
EGP/JPY,3.096,-0.22559,-0.007,3.09,3.12791,EGP,JPY,1736432529
EGP/PKR,5.51602,-0.08274036,-0.00456776,5.476,5.52486,EGP,PKR,1736418730
EGP/USD,0.01979316,0.05443224,0.000010768,0.01972364,0.01979806,EGP,USD,1736432767
EGP/ZAR,0.37257,0.53246,0.00197329,0.3696,0.37539,EGP,ZAR,1736432803
ETB/EUR,0.00771675,0.5235,0.000040187159,0.00770858,0.00773167,ETB,EUR,1736425143
ETB/GBP,0.00646824,2.26473,0.000143244174,0.006389,0.00646824,ETB,GBP,1736425143
ETB/USD,0.0079499,-0.41155,-0.000032853347,0.00782381,0.00798722,ETB,USD,1736425143
EUR/AED,3.79147,-0.05687204,-0.00215751,3.7769,3.79478,EUR,AED,1736432529
EUR/AFN,73.25,-0.21659,-0.159,72.25,73.377,EUR,AFN,1736425143
EUR/ALL,97.27,0.20604,0.2,97.07,97.27,EUR,ALL,1736431351
EUR/AMD,408.75,0.12738,0.52,381.8,411.8,EUR,AMD,1736432529
EUR/ARS,1069.1744,0.06674084,0.7131,1065.1556,1123.59551,EUR,ARS,1736432790
EUR/AUD,1.66334,0.2163,0.00359,1.65927,1.66645,EUR,AUD,1736432800
EUR/BAM,1.93984,0.40424,0.00781,1.93632,1.95917,EUR,BAM,1736431929
EUR/BBD,2.0612,-0.0630303,-0.0013,2.0299,2.0799,EUR,BBD,1736432529
EUR/BDT,125.67,0.86274,1.07493,123.293,126.15113,EUR,BDT,1736425144
EUR/BGN,1.9559,0.00357904,0.00007,1.9458,1.9559,EUR,BGN,1736432282
EUR/BHD,0.3887,-0.04371641,-0.00017,0.3849,0.38897,EUR,BHD,1736432282
EUR/BIF,3047.1,1.54394,46.33,2999.17,3047.1,EUR,BIF,1736425143
EUR/BMD,1.03178,-0.06190673,-0.000639136147,1.0271,1.03263,EUR,BMD,1736432529
EUR/BND,1.4089,-0.09926966,-0.0014,1.3852,1.4108,EUR,BND,1736432529
EUR/BOB,7.118,1.39601,0.098,6.918,7.118,EUR,BOB,1736425143
EUR/BRL,6.2901,-0.1508,-0.0095,6.2647,6.34922,EUR,BRL,1736432781
EUR/BSD,1.0302,-0.29036,-0.003,1.0232,1.0334,EUR,BSD,1736425143
EUR/BTN,88.61,0,0,88.61,88.8,EUR,BTN,1732205465
EUR/BWP,14.438,0.56699,0.0814,14.278,14.4584,EUR,BWP,1736425142
EUR/BZD,2.0692,-0.55748,-0.0116,2.0192,2.0813,EUR,BZD,1736425143
EUR/CAD,1.48483,0.1369,0.00203,1.4798,1.48483,EUR,CAD,1736432803
EUR/CDF,2930.7,-0.21009,-6.17,2905.7,2937.62,EUR,CDF,1736425143
EUR/CHF,0.93975,-0.01170387,-0.00011,0.93789,0.94065,EUR,CHF,1736432800
EUR/CLP,1036.26943,-0.20725,-2.15217,1014.16,1038.4216,EUR,CLP,1736432529
EUR/CNH,7.58443,0.01226347,0.00093,7.5634,7.59108,EUR,CNH,1736432802
EUR/CNY,7.56131,-0.03162975,-0.00239238,7.53972,7.5653,EUR,CNY,1736432794
EUR/COP,4452.99,-0.15673,-6.99,4405.2,4461.85,EUR,COP,1736432529
EUR/CRC,521,-0.85255,-4.48,507,525.61,EUR,CRC,1736425143
EUR/CUP,24.7488,-0.05976514,-0.0148,24.693,24.769,EUR,CUP,1736432529
EUR/CVE,110.265,0,0,110.265,110.265,EUR,CVE,1736431210
EUR/CZK,25.0932,-0.03107446,-0.0078,25.045,25.1553,EUR,CZK,1736432802
EUR/DJF,183.81,0.42616,0.78,178.94,184.03,EUR,DJF,1736426827
EUR/DKK,7.46054,-0.00884576,-0.00066,7.45937,7.46184,EUR,DKK,1736432799
EUR/DOP,63.088,-0.22142,-0.14,62.38,63.245,EUR,DOP,1736426827
EUR/DZD,140.477,-0.00498277,-0.007,138.2489,140.974,EUR,DZD,1736432529
EUR/EGP,53.53319,-0.1606,-0.08611237,51.9325,53.64807,EUR,EGP,1736432529
EUR/ETB,129.5882,-0.52078,-0.6784,129.3382,129.7256,EUR,ETB,1736425143
EUR/FJD,2.4024,-0.87064,-0.0211,2.3871,2.4187,EUR,FJD,1736432282
EUR/GBP,0.83817,0.45905,0.00383,0.83412,0.84072,EUR,GBP,1736432800
EUR/GHS,15.194,0.16217,0.0246,15.1614,15.194,EUR,GHS,1736425143
EUR/GNF,8925.3,-0.08284169,-7.4,8816,8934.6,EUR,GNF,1736432529
EUR/GTQ,7.95,0.0755287,0.006,7.75,7.95,EUR,GTQ,1736425144
EUR/GYD,215.52,0.00464016,0.01,205.52,215.56,EUR,GYD,1736425143
EUR/HKD,8.02486,0.00186923,0.00015,7.9979,8.03007,EUR,HKD,1736432802
EUR/HNL,26.188,-0.11062,-0.029,25.688,26.224,EUR,HNL,1736425144
EUR/HRK,7.5345,0,0,7.5345,7.5345,EUR,HRK,1736431210
EUR/HTG,134.49,-1.61308,-2.205,133.49,136.73,EUR,HTG,1736425143
EUR/HUF,413.387,-0.05874816,-0.243,413.04,423.37003,EUR,HUF,1736432803
EUR/IDR,16690,-0.0419237,-7,16460,16762,EUR,IDR,1736425142
EUR/ILS,3.7653,-0.31241,-0.0118,3.7416,3.7884,EUR,ILS,1736432800
EUR/INR,88.537,-0.18339,-0.16266,88.29,88.72327,EUR,INR,1736432784
EUR/IQD,1349.4,-0.13321,-1.8,1319.4,1351.5,EUR,IQD,1736425144
EUR/ISK,144.9,-0.29245,-0.425,142.9,144.99,EUR,ISK,1736425144
EUR/JMD,161.53,0.7227,1.159,159.73,161.53,EUR,JMD,1736425144
EUR/JOD,0.7315,-0.01366867,-0.0001,0.7225,0.7318,EUR,JOD,1736432282
EUR/JPY,162.706,-0.34117,-0.557,162.35,163.42,EUR,JPY,1736432803
EUR/KES,133.4,-0.18407,-0.246,131.9,134.5895,EUR,KES,1736425144
EUR/KHR,4161,-0.00480631,-0.2,4061,4166.8,EUR,KHR,1736425142
EUR/KRW,1506.25094,-0.06025004,-0.90806,1500.4,1509.43396,EUR,KRW,1736432529
EUR/KWD,0.31796,-0.24471,-0.00078,0.31631,0.31802,EUR,KWD,1736432282
EUR/KYD,0.84739,-0.06779087,-0.000574839864,0.8384,0.8584,EUR,KYD,1736432529
EUR/KZT,542.06,-0.14185,-0.77,538.6,544.66231,EUR,KZT,1736430429
EUR/LAK,22457,0.29198,65.38,22207,22457,EUR,LAK,1736425143
EUR/LBP,92246.6,-0.16504,-152.5,92206.6,92422.9,EUR,LBP,1736425143
EUR/LKR,303.52,-0.62755,-1.91677,300.02,305.71691,EUR,LKR,1736425144
EUR/LRD,192.63,-0.18861,-0.364,189.93,193.247,EUR,LRD,1736425142
EUR/LSL,19.4467,0.42967,0.0832,19.2167,19.5232,EUR,LSL,1736425144
EUR/LYD,5.093,0.1652,0.0084,5.063,5.093,EUR,LYD,1736425144
EUR/MAD,10.353,-0.0096581,-0.001,10.0302,10.3702,EUR,MAD,1736432529
EUR/MDL,19.191,1.08507,0.206,18.891,19.26411,EUR,MDL,1736425142
EUR/MGA,4843.7,-0.23686,-11.5,4842.5,4856.4,EUR,MGA,1736396827
EUR/MKD,61.388,-0.174,-0.107,60.53,61.535,EUR,MKD,1736432529
EUR/MMK,2163.76,-0.05635156,-1.22,2162.88,2165.54,EUR,MMK,1736432529
EUR/MOP,8.2587,0.13823,0.0114,8.0561,8.2645,EUR,MOP,1736431929
EUR/MUR,48.23,0.043489,0.02096563,46.68,48.43084,EUR,MUR,1736432282
EUR/MVR,15.931,-0.05646173,-0.009,15.895,15.944,EUR,MVR,1736432529
EUR/MWK,1786.2,-0.1478,-2.644,1782.2,1789.303,EUR,MWK,1736425143
EUR/MXN,21.0865,0.07071129,0.0149,21.021,21.1357,EUR,MXN,1736432800
EUR/MYR,4.63362,-0.23642,-0.0109808,4.63362,4.7217,EUR,MYR,1736425154
EUR/MZN,65.508,-0.05340006,-0.035,65.508,65.56,EUR,MZN,1736394727
EUR/NAD,19.61554,-0.41193,-0.08113576,19.2167,19.72387,EUR,NAD,1736432529
EUR/NGN,1590.3,0.53863,8.52,1580.94,1590.3,EUR,NGN,1736425143
EUR/NIO,37.756,-0.05558938,-0.021,37.41,37.91,EUR,NIO,1736432529
EUR/NOK,11.75681,-0.06196819,-0.00729,11.73787,11.78689,EUR,NOK,1736432800
EUR/NPR,141.626,-0.01411971,-0.02,139.864,141.801,EUR,NPR,1736418730
EUR/NZD,1.84206,0.12175,0.00224,1.83897,1.84592,EUR,NZD,1736432802
EUR/OMR,0.39704,0.0025187,0.00001,0.39468,0.39804,EUR,OMR,1736432281
EUR/PAB,1.03,-0.05821851,-0.0006,1.0051,1.0308,EUR,PAB,1736432529
EUR/PEN,3.8887,-0.37149,-0.0145,3.8087,3.9042,EUR,PEN,1736425143
EUR/PGK,4.13,-0.83319,-0.0347,4.05,4.13,EUR,PGK,1736425145
EUR/PHP,60.45949,-0.18138,-0.10986,60.007,60.64281,EUR,PHP,1736432529
EUR/PKR,287.2469,-0.06544088,-0.1881,285.6469,287.591,EUR,PKR,1736425144
EUR/PLN,4.26575,-0.14174,-0.006055,4.2601,4.28355,EUR,PLN,1736432803
EUR/PYG,8126,-0.45424,-37.08,7996,8165.18,EUR,PYG,1736425144
EUR/QAR,3.7555,0.01065218,0.0004,3.6055,3.7561,EUR,QAR,1736425144
EUR/RON,4.9727,0.02212567,0.0011,4.963,4.97395,EUR,RON,1736432693
EUR/RSD,117.073,0.69315,0.8059,116.6675,117.078,EUR,RSD,1736430947
EUR/RUB,105.4479,-2.89176,-3.1401,104.6302,108.616,EUR,RUB,1736432790
EUR/RWF,1431.7,0.57181,8.14,1416.7,1431.7,EUR,RWF,1736425142
EUR/SAR,3.8712,-0.05163689,-0.002,3.8558,3.8743,EUR,SAR,1736432801
EUR/SCR,15.2252,-1.33752,-0.2064,13.561,15.4349,EUR,SCR,1736432529
EUR/SDG,617.693,-0.05331521,-0.3295,617.693,618.1812,EUR,SDG,1736394727
EUR/SEK,11.49469,-0.04360983,-0.005015,11.47543,11.5145,EUR,SEK,1736432803
EUR/SGD,1.41015,-0.0676777,-0.000955,1.4085,1.4127,EUR,SGD,1736432800
EUR/SLL,23424.16,-0.05333524,-12.5,23424.16,23442.67,EUR,SLL,1736394727
EUR/SOS,588.7,-0.50533,-2.99,548.7,589.63,EUR,SOS,1736425144
EUR/SVC,9.011,-0.05545697,-0.005,8.773,9.018,EUR,SVC,1736432529
EUR/SZL,19.4286,-0.39731,-0.0775,19.228,19.5318,EUR,SZL,1736432529
EUR/THB,35.605,-0.17663,-0.063,35.563,35.74,EUR,THB,1736432529
EUR/TJS,11.2591,-0.63191,-0.0716,11.1341,11.2879,EUR,TJS,1736425142
EUR/TND,3.3046,-0.03629984,-0.0012,3.2886,3.3177,EUR,TND,1736425144
EUR/TRY,36.43569,-0.26531,-0.096925,36.2688,36.6052,EUR,TRY,1736432803
EUR/TTD,6.993,0.70129,0.0487,6.843,6.993,EUR,TTD,1736425143
EUR/TWD,33.93237,-0.13026,-0.04425883,33.85201,34.03328,EUR,TWD,1736432803
EUR/TZS,2560.71,0.37788,9.64,2515,2565,EUR,TZS,1736429528
EUR/UAH,43.6744,-0.06224028,-0.0272,43.3744,43.7128,EUR,UAH,1736425145
EUR/UGX,3810,-0.24089,-9.2,3765,3820.2,EUR,UGX,1736425143
EUR/USD,1.03128,-0.0792754,-0.0008182,1.0283,1.03242,EUR,USD,1736432800
EUR/UYU,44.97,-0.2263,-0.102,44.37,45.53734,EUR,UYU,1736425144
EUR/UZS,13344.64,0.01521441,2.03,13295,13391.07,EUR,UZS,1736430429
EUR/VND,26148.65333,-0.08156925,-21.34667,26115.75688,26191.72882,EUR,VND,1736425193
EUR/XAF,655.957,0,0,655.957,655.957,EUR,XAF,1736431210
EUR/XAG,0.03403097,-1.31019,-0.00045179044,0.03382664,0.03425397,EUR,XAG,1736432783
EUR/XAU,0.000386122748,-0.34172,-0.000001323978,0.000385067098,0.000387980368,EUR,XAU,1736432783
EUR/XOF,655.957,0,0,655.957,655.957,EUR,XOF,1736431210
EUR/XPF,119.33,0,0,119.33,119.33,EUR,XPF,1736431210
EUR/YER,256.85,0,0,256.83,257.04,EUR,YER,1736395327
EUR/ZAR,19.43014,-0.19153,-0.037285,19.3835,19.72387,EUR,ZAR,1736432802
EUR/ZMW,28.6978,-0.84239,-0.2438,28.561,29.1046,EUR,ZMW,1736428028
FJD/AUD,0.69256,0.76003,0.00522394,0.68852,0.69762,FJD,AUD,1736432282
FJD/EUR,0.41625,0.87829,0.00362405,0.41345,0.41892,FJD,EUR,1736432282
FJD/GBP,0.34905,1.94449,0.00665783,0.34546,0.34942,FJD,GBP,1736432282
FJD/USD,0.42939,-0.85325,-0.00369534,0.4224,0.42955,FJD,USD,1736432282
GBP/AED,4.5174,-0.51314,-0.0233,4.50031,4.55208,GBP,AED,1736432529
GBP/AFN,87.38756,-0.66661,-0.58644,86.19456,87.887,GBP,AFN,1736425143
GBP/ALL,117.1,-0.24704,-0.29,114.2898,117.44,GBP,ALL,1736432529
GBP/AMD,487.7,-0.32903,-1.61,455.5026,492.91,GBP,AMD,1736432529
GBP/ARS,1275.69803,-0.36865,-4.72027,1267.70124,1288.65979,GBP,ARS,1736432798
GBP/AUD,1.98487,-0.19234,-0.003825,1.97853,1.99521,GBP,AUD,1736432802
GBP/AWG,2.2335,-0.152,-0.0034,2.2335,2.2362,GBP,AWG,1736394727
GBP/BAM,2.3318,-0.45678,-0.0107,2.25124,2.3425,GBP,BAM,1736432529
GBP/BBD,2.4591,-0.5138,-0.0127,2.42172,2.48137,GBP,BBD,1736432529
GBP/BDT,149.92395,1.04326,1.54795,147.66,149.956,GBP,BDT,1736425144
GBP/BGN,2.33295,-0.31825,-0.00744836,2.32065,2.3425,GBP,BGN,1736432282
GBP/BHD,0.46368,-0.26199,-0.00121798,0.45868,0.46712,GBP,BHD,1736432282
GBP/BIF,3635.20317,1.08822,39.13317,3590.75,3635.20317,GBP,BIF,1736425143
GBP/BMD,1.23342,-0.31251,-0.0038667,1.2244,1.2372,GBP,BMD,1736432785
GBP/BND,1.6809,-0.55611,-0.0094,1.65255,1.6907,GBP,BND,1736432529
GBP/BOB,8.49196,-0.8146,-0.06974397,8.25335,8.5591,GBP,BOB,1736425143
GBP/BRL,7.504,-0.60402,-0.04560079,7.47384,7.57577,GBP,BRL,1736432802
GBP/BSD,1.22905,-0.75461,-0.00934506,1.2207,1.238,GBP,BSD,1736425143
GBP/BTN,105.48613,-0.97245,-1.03587,104.2931,106.683,GBP,BTN,1736425143
GBP/BWP,17.22511,0.03481887,0.0059955,17.03422,17.24614,GBP,BWP,1736425142
GBP/BZD,2.46861,-1.01016,-0.02519149,2.40896,2.4931,GBP,BZD,1736425143
GBP/CAD,1.77163,-0.29771,-0.00529,1.7624,1.77722,GBP,CAD,1736432802
GBP/CDF,3496.40005,-0.65606,-23.08995,3466.57441,3518.45,GBP,CDF,1736425143
GBP/CHF,1.12103,-0.44846,-0.00505,1.1171,1.1265,GBP,CHF,1736432803
GBP/CLP,1230.96558,-0.58427,-7.23442,1225.77033,1235.71364,GBP,CLP,1736432785
GBP/CNH,9.04935,-0.42961,-0.039045,9.00393,9.08856,GBP,CNH,1736432802
GBP/CNY,9.02191,-0.46871,-0.04248566,8.97363,9.06783,GBP,CNY,1736432794
GBP/COP,5310.9,-0.61195,-32.7,5255.51625,5342.1,GBP,COP,1736432529
GBP/CRC,622.22787,-1.19446,-7.52213,619.63689,629.56,GBP,CRC,1736432785
GBP/CUP,29.512,-0.51241,-0.152,29.403,29.662,GBP,CUP,1736432529
GBP/CZK,29.93745,-0.49706,-0.14955,29.8525,30.15863,GBP,CZK,1736432799
GBP/DJF,219.48596,-0.08120981,-0.17839,213.47872,220.86269,GBP,DJF,1736426827
GBP/DKK,8.9004,-0.41176,-0.0368,8.8728,8.9427,GBP,DKK,1736432801
GBP/DOP,75.45558,-0.42022,-0.31842,74.79318,76.02938,GBP,DOP,1736432785
GBP/DZD,167.46,-0.46362,-0.78,166.03924,169.0217,GBP,DZD,1736432529
GBP/EGP,62.20221,-3.71098,-2.39728,61.89847,64.55778,GBP,EGP,1736432765
GBP/ETB,154.60204,-2.21421,-3.50073,154.30378,156.51902,GBP,ETB,1736425143
GBP/EUR,1.19309,-0.39364,-0.004715,1.1892,1.19855,GBP,EUR,1736432800
GBP/FJD,2.86499,-1.90408,-0.05561046,2.84392,2.8947,GBP,FJD,1736432282
GBP/GHS,18.12683,-0.28643,-0.05206945,18.097,18.1736,GBP,GHS,1736425143
GBP/GNF,10648.31,-0.53533,-57.31,10517.33702,10705.49,GBP,GNF,1736432529
GBP/GTQ,9.4946,-0.28774,-0.02739815,9.43163,9.519,GBP,GTQ,1736432785
GBP/GYD,257.12087,-0.44879,-1.15913,245.19062,258.21,GBP,GYD,1736425143
GBP/HKD,9.57522,-0.42414,-0.040785,9.52109,9.618,GBP,HKD,1736432799
GBP/HNL,31.24221,-0.56586,-0.17779,30.64571,31.411,GBP,HNL,1736425144
GBP/HRK,8.55213,-0.07696913,-0.00658757,8.439,8.57633,GBP,HRK,1672439298
GBP/HTG,160.62078,-1.9493,-3.19322,159.4488,163.766,GBP,HTG,1736432785
GBP/HUF,493.185,-0.53545,-2.655,492.11,496.58,GBP,HUF,1736432800
GBP/IDR,19907.22626,-0.45989,-91.97374,19830.37,20123.1005,GBP,IDR,1736432798
GBP/ILS,4.50009,-0.80037,-0.03630811,4.47314,4.54711,GBP,ILS,1736432799
GBP/INR,105.64443,-0.5178,-0.54987,105.1423,106.1957,GBP,INR,1736432803
GBP/IQD,1609.88791,-0.4583,-7.41209,1574.09672,1616.9,GBP,IQD,1736425144
GBP/ISK,173.10484,-0.60586,-1.05516,172.0152,173.45,GBP,ISK,1736432709
GBP/JMD,192.70482,0.27361,0.52582,190.55743,193.248,GBP,JMD,1736425144
GBP/JOD,0.87102,-0.86602,-0.00760908,0.86795,0.87732,GBP,JOD,1736408376
GBP/JPY,194.134,-0.79564,-1.557,193.46,195.812,GBP,JPY,1736432803
GBP/KES,159.15151,-0.72129,-1.15628,157.36195,160.25641,GBP,KES,1736425144
GBP/KHR,4964.23863,-0.45442,-22.66137,4844.93465,4993.2,GBP,KHR,1736425142
GBP/KMF,590.52,-0.1488,-0.88,590.06,591.22,GBP,KMF,1736394727
GBP/KRW,1795.88786,-0.35578,-6.41214,1789.1,1821.49362,GBP,KRW,1736432800
GBP/KWD,0.37922,-0.44012,-0.00167643,0.37695,0.37982,GBP,KWD,1736432282
GBP/KYD,1.0075,-0.51348,-0.0052,1.00024,1.02411,GBP,KYD,1736432529
GBP/KZT,646.75,-0.52449,-3.41,642.48,649.97,GBP,KZT,1736430429
GBP/LAK,26791.77528,-0.15177,-40.72472,26493.51889,26838.6,GBP,LAK,1736425143
GBP/LBP,110052.55278,-0.61202,-677.68722,110004.83175,110697.56,GBP,LBP,1736425143
GBP/LKR,362.11144,-1.58678,-5.83856,357.9358,365.3,GBP,LKR,1736425144
GBP/LRD,229.81526,-0.6389,-1.47774,226.59405,231.4838,GBP,LRD,1736425142
GBP/LSL,23.19986,-0.62599,-0.14614,22.92547,23.37,GBP,LSL,1736425144
GBP/LYD,6.07593,-0.25226,-0.01536573,6.04014,6.0895,GBP,LYD,1736425144
GBP/MAD,12.352,-0.46737,-0.058,11.96643,12.41,GBP,MAD,1736432529
GBP/MDL,22.89563,0.62243,0.14163,22.53771,22.89563,GBP,MDL,1736425142
GBP/MGA,5818.38572,-0.00368272,-0.21428,5758.73444,5818.38572,GBP,MGA,1736425143
